ATC_code,pvals,coeff,z.obs,SE,CI.high,CI.low,name,group,HR,HR_l,HR_u,p.adj.FDR,p.val.group,N.nonpd,N.pd,users.group,hover.text
A01,0.10777327296402331,0.39053100328726986,1.6082827222018055,0.24282484534349583,0.8664589547120303,-0.08539694813749049,STOMATOLOGICAL PREPARATIONS,A,1.4777652838043591,0.918147755015319,2.3784736411852823,1,(0.05-1],3708,15,(500-10k],"drug name: STOMATOLOGICAL PREPARATIONS
HR (95% CI): 1.48 (0.92; 2.38)
 p-value: 1.1e-01 (adj.: 1.0e+00)
 PD-users: 15
 non-PD-users: 3708"
A02,0.03346802268472583,0.0665661968470531,2.1264233807146278,0.03130430066315495,0.1279214987080501,0.005210894986056092,DRUGS FOR ACID RELATED DISORDERS,A,1.0688317150229676,1.0052244953123628,1.1364637853198645,0.6890048660575063,(0.05-1],192757,1069,(100k-250k],"drug name: DRUGS FOR ACID RELATED DISORDERS
HR (95% CI): 1.07 (1.01; 1.14)
 p-value: 3.3e-02 (adj.: 6.9e-01)
 PD-users: 1069
 non-PD-users: 192757"
A03,2.8790107095918563e-9,0.7340193078881245,5.938352178600102,0.12360656387697792,0.9762837213397508,0.4917548944364982,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,2.083437779301238,1.6351832775643125,2.654572756324529,2.015182726476279e-7,(0-0.00001],6561,54,(500-10k],"drug name: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
HR (95% CI): 2.08 (1.64; 2.65)
 p-value: 2.9e-09 (adj.: 2.0e-07)
 PD-users: 54
 non-PD-users: 6561"
A04,0.7060686576140931,-0.14260555807912212,-0.3771412230829555,0.3781224362412241,0.5985007987002199,-0.8837119148584641,ANTIEMETICS AND ANTINAUSEANTS,A,0.8670960204709375,0.41324612680051537,1.8193891241949294,1,(0.05-1],1408,2,(500-10k],"drug name: ANTIEMETICS AND ANTINAUSEANTS
HR (95% CI): 0.87 (0.41; 1.82)
 p-value: 7.1e-01 (adj.: 1.0e+00)
 PD-users: 2
 non-PD-users: 1408"
A05,0.48479544185723844,0.34938413515045535,0.6986105610087208,0.5001128735385579,1.3295873554908633,-0.6308190851899527,BILE AND LIVER THERAPY,A,1.4181938638344305,0.5321557415596991,3.7794834826413286,1,(0.05-1],561,4,(500-10k],"drug name: BILE AND LIVER THERAPY
HR (95% CI): 1.42 (0.53; 3.78)
 p-value: 4.8e-01 (adj.: 1.0e+00)
 PD-users: 4
 non-PD-users: 561"
A06,0.20017996080036826,0.19837235454127408,1.2810390201864412,0.15485270270097093,0.5018780747438654,-0.10513336566131723,DRUGS FOR CONSTIPATION,A,1.2194163645184046,0.9002044582173208,1.6518206019551926,1,(0.05-1],6300,19,(500-10k],"drug name: DRUGS FOR CONSTIPATION
HR (95% CI): 1.22 (0.9; 1.65)
 p-value: 2.0e-01 (adj.: 1.0e+00)
 PD-users: 19
 non-PD-users: 6300"
A07,0.2526257249775177,-0.11502604837185973,-1.1439949653062322,0.10054768758625506,0.08204379802598522,-0.3120958947697047,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A,0.891342925572453,0.7319113383937079,1.085503351692426,1,(0.05-1],18502,77,(10k-30k],"drug name: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
HR (95% CI): 0.89 (0.73; 1.09)
 p-value: 2.5e-01 (adj.: 1.0e+00)
 PD-users: 77
 non-PD-users: 18502"
A08,0.45050641597125285,-0.1454652022038564,-0.7545710225511164,0.19277867537512314,0.23237405851872345,-0.5233044629264363,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A,0.8646199764201624,0.5925592192142256,1.2615915496448242,1,(0.05-1],5740,24,(500-10k],"drug name: ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
HR (95% CI): 0.86 (0.59; 1.26)
 p-value: 4.5e-01 (adj.: 1.0e+00)
 PD-users: 24
 non-PD-users: 5740"
A09,0.921506954316433,-0.022631120723573667,-0.09853566355544068,0.22967441337460892,0.42752245766102426,-0.47278469910817156,"DIGESTIVES, INCL. ENZYMES",A,0.9776230421483377,0.6232642460811775,1.5334536170632331,1,(0.05-1],3106,17,(500-10k],"drug name: DIGESTIVES, INCL. ENZYMES
HR (95% CI): 0.98 (0.62; 1.53)
 p-value: 9.2e-01 (adj.: 1.0e+00)
 PD-users: 17
 non-PD-users: 3106"
A10,0.5480880310201297,-0.02204260232986102,-0.6006276296108438,0.036699281290377486,0.04988666725778347,-0.09397187191750551,DRUGS USED IN DIABETES,A,0.9781985606257532,0.9103083671095028,1.05115195969103,1,(0.05-1],88625,516,(30k-100k],"drug name: DRUGS USED IN DIABETES
HR (95% CI): 0.98 (0.91; 1.05)
 p-value: 5.5e-01 (adj.: 1.0e+00)
 PD-users: 516
 non-PD-users: 88625"
A11,0.5699008845383089,-0.03305981202889505,-0.568197476863745,0.0581836656709105,0.08097807717460903,-0.14709770123239913,VITAMINS,A,0.9674806908753887,0.8632096366509685,1.0843471243535139,1,(0.05-1],52969,256,(30k-100k],"drug name: VITAMINS
HR (95% CI): 0.97 (0.86; 1.08)
 p-value: 5.7e-01 (adj.: 1.0e+00)
 PD-users: 256
 non-PD-users: 52969"
A12,0.27980557050118904,0.07293393927183968,1.0807562135456805,0.06748417298713681,0.20520048785309858,-0.059332609309419235,MINERAL SUPPLEMENTS,A,1.0756594757193336,0.942393268249176,1.2277711935001434,1,(0.05-1],35705,173,(30k-100k],"drug name: MINERAL SUPPLEMENTS
HR (95% CI): 1.08 (0.94; 1.23)
 p-value: 2.8e-01 (adj.: 1.0e+00)
 PD-users: 173
 non-PD-users: 35705"
A14,0.26591892971416625,0.7868022302926898,1.1125100075796328,0.7072315978572183,2.172950690821552,-0.5993462302361727,ANABOLIC AGENTS FOR SYSTEMIC USE,A,2.1963617255817964,0.549170549858441,8.78416519393497,1,(0.05-1],141,1,(100-500],"drug name: ANABOLIC AGENTS FOR SYSTEMIC USE
HR (95% CI): 2.2 (0.55; 8.78)
 p-value: 2.7e-01 (adj.: 1.0e+00)
 PD-users: 1
 non-PD-users: 141"
B01,0.04711772094830928,0.04494742116014609,1.9852404945858246,0.022640794041189127,0.08932256206226584,5.722802580263447e-4,ANTITHROMBOTIC AGENTS,B,1.0459728624232527,1.000572444041615,1.0934332995486626,0.8774607387371294,(0.05-1],334988,3044,(250k-1mln],"drug name: ANTITHROMBOTIC AGENTS
HR (95% CI): 1.05 (1; 1.09)
 p-value: 4.7e-02 (adj.: 8.8e-01)
 PD-users: 3044
 non-PD-users: 334988"
B03,0.18231325848339952,-0.08547885360513015,-1.333666255578742,0.06409313668061337,0.04014138594507509,-0.21109909315533537,ANTIANEMIC PREPARATIONS,B,0.9180725567736978,0.8096938277895184,1.040957940610728,1,(0.05-1],48082,211,(30k-100k],"drug name: ANTIANEMIC PREPARATIONS
HR (95% CI): 0.92 (0.81; 1.04)
 p-value: 1.8e-01 (adj.: 1.0e+00)
 PD-users: 211
 non-PD-users: 48082"
C01,0.0013325484164047664,0.12842816513486627,3.2088762296232245,0.040022785531352786,0.2068713833372885,0.049984946932444055,CARDIAC THERAPY,C,1.1370397392611202,1.0512552716402963,1.229824385700078,0.04239664280236057,(0.01-0.05],68215,529,(30k-100k],"drug name: CARDIAC THERAPY
HR (95% CI): 1.14 (1.05; 1.23)
 p-value: 1.3e-03 (adj.: 4.2e-02)
 PD-users: 529
 non-PD-users: 68215"
C02,0.3096300612016872,0.07077883772897563,1.015998583256576,0.06966430750533972,0.2073183714473648,-0.06576069598941357,ANTIHYPERTENSIVES,C,1.0733438164602849,0.9363549109684425,1.2303742254547294,1,(0.05-1],20277,189,(10k-30k],"drug name: ANTIHYPERTENSIVES
HR (95% CI): 1.07 (0.94; 1.23)
 p-value: 3.1e-01 (adj.: 1.0e+00)
 PD-users: 189
 non-PD-users: 20277"
C03,1.3011919004926364e-4,-0.14346247990005753,-3.8262328999309596,0.037494445229051834,-0.0699747176308063,-0.21695024216930875,DIURETICS,C,0.8663533052400426,0.8049700218705886,0.9324173933287317,0.004553889697192773,(0.001-0.01],117343,710,(100k-250k],"drug name: DIURETICS
HR (95% CI): 0.87 (0.8; 0.93)
 p-value: 1.3e-04 (adj.: 4.6e-03)
 PD-users: 710
 non-PD-users: 117343"
C04,0.3650543995479643,-0.40528190877611137,-0.905776051004964,0.44744162569373375,0.4716875627676582,-1.282251380319881,PERIPHERAL VASODILATORS,C,0.666788810742717,0.27741203686393756,1.602696563414635,1,(0.05-1],894,4,(500-10k],"drug name: PERIPHERAL VASODILATORS
HR (95% CI): 0.67 (0.28; 1.6)
 p-value: 3.7e-01 (adj.: 1.0e+00)
 PD-users: 4
 non-PD-users: 894"
C05,0.6731129170434433,-0.05924101320928626,-0.4218795778919798,0.14042161866497038,0.21598030202487306,-0.3344623284434456,VASOPROTECTIVES,C,0.9424795917507269,0.7157228067122409,1.2410779320376588,1,(0.05-1],5185,25,(500-10k],"drug name: VASOPROTECTIVES
HR (95% CI): 0.94 (0.72; 1.24)
 p-value: 6.7e-01 (adj.: 1.0e+00)
 PD-users: 25
 non-PD-users: 5185"
C07,0.8741874538746481,0.003912703469886937,0.15834182293559718,0.024710486448538373,0.05234436694948721,-0.04451896000971333,BETA BLOCKING AGENTS,C,1.0039203680873068,0.9564574654788692,1.0537385527708232,1,(0.05-1],266543,2165,(250k-1mln],"drug name: BETA BLOCKING AGENTS
HR (95% CI): 1 (0.96; 1.05)
 p-value: 8.7e-01 (adj.: 1.0e+00)
 PD-users: 2165
 non-PD-users: 266543"
C08,0.12879225397002728,-0.04412349279605232,-1.518881787972545,0.029049984762112305,0.012813431089125152,-0.1010604166812298,CALCIUM CHANNEL BLOCKERS,C,0.9568357878498438,0.903878421901687,1.0128958748500936,1,(0.05-1],187974,1381,(100k-250k],"drug name: CALCIUM CHANNEL BLOCKERS
HR (95% CI): 0.96 (0.9; 1.01)
 p-value: 1.3e-01 (adj.: 1.0e+00)
 PD-users: 1381
 non-PD-users: 187974"
C09,1.2005263121924495e-9,-0.14058083318554562,-6.080173422188671,0.02312118806883323,-0.0952641372908553,-0.18589752908023593,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C,0.8688534299036428,0.8303586782400717,0.9091327668849476,1.0503954878277713e-7,(0-0.00001],395742,2607,(250k-1mln],"drug name: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
HR (95% CI): 0.87 (0.83; 0.91)
 p-value: 1.2e-09 (adj.: 1.1e-07)
 PD-users: 2607
 non-PD-users: 395742"
C10,0.00605178419196772,-0.06332948119352282,-2.7449623408233825,0.02307116576853525,-0.018110827205840375,-0.10854813518120526,LIPID MODIFYING AGENTS,C,0.9386341604320204,0.8971357099876586,0.9820521882269561,0.15128523795870696,(0.05-1],369901,2703,(250k-1mln],"drug name: LIPID MODIFYING AGENTS
HR (95% CI): 0.94 (0.9; 0.98)
 p-value: 6.1e-03 (adj.: 1.5e-01)
 PD-users: 2703
 non-PD-users: 369901"
D01,0.7221726281378061,-0.036677191058554756,-0.3555566298187547,0.10315428818540379,0.16550149863570224,-0.23885588075281172,ANTIFUNGALS FOR DERMATOLOGICAL USE,D,0.9639872688378358,0.7875283721905975,1.1799847310853808,1,(0.05-1],17796,58,(10k-30k],"drug name: ANTIFUNGALS FOR DERMATOLOGICAL USE
HR (95% CI): 0.96 (0.79; 1.18)
 p-value: 7.2e-01 (adj.: 1.0e+00)
 PD-users: 58
 non-PD-users: 17796"
D05,0.38143000899489543,-0.10732692544605585,-0.8752644931437016,0.12262227736506025,0.13300832189174325,-0.3476621727838549,ANTIPSORIATICS,D,0.8982319700959613,0.7063374559291504,1.1422595040512769,1,(0.05-1],11839,43,(10k-30k],"drug name: ANTIPSORIATICS
HR (95% CI): 0.9 (0.71; 1.14)
 p-value: 3.8e-01 (adj.: 1.0e+00)
 PD-users: 43
 non-PD-users: 11839"
D06,0.8713030907199529,-0.027441717322561537,-0.1620035088379373,0.16938964791196764,0.3045558919388154,-0.3594393265839384,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D,0.972931385947162,0.6980676043194807,1.3560226486714926,1,(0.05-1],6964,30,(500-10k],"drug name: ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
HR (95% CI): 0.97 (0.7; 1.36)
 p-value: 8.7e-01 (adj.: 1.0e+00)
 PD-users: 30
 non-PD-users: 6964"
D07,0.02189576238532289,-0.10496436883838109,-2.2921712650507713,0.045792550687112875,-0.015212618731414967,-0.1947161189453472,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D,0.900356602766363,0.8230682783851759,0.9849025086174268,0.47894014855222367,(0.05-1],77301,343,(30k-100k],"drug name: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
HR (95% CI): 0.9 (0.82; 0.98)
 p-value: 2.2e-02 (adj.: 4.8e-01)
 PD-users: 343
 non-PD-users: 77301"
