ATC_code,pvals,coeff,z.obs,SE,CI.high,CI.low,name,group,HR,HR_l,HR_u,p.adj.FDR,p.val.group,N.nonpd,N.pd,users.group,hover.text
A01,0.42391835838470193,0.12686698863702411,0.7996418061159789,0.15865477225764696,0.4378246282374166,-0.18409065096336835,STOMATOLOGICAL PREPARATIONS,A,1.135266004459872,0.8318603914627476,1.5493331743034409,1,(0.05-1],17660,40,(10k-30k],"drug name: STOMATOLOGICAL PREPARATIONS
HR (95% CI): 1.14 (0.83; 1.55)
 p-value: 4.2e-01 (adj.: 1.0e+00)
 PD-users: 40
 non-PD-users: 17660"
A02,0.016678454692730563,0.0755299257983507,2.3937204611419727,0.031553360981138805,0.13737337691257417,0.013686474684127238,DRUGS FOR ACID RELATED DISORDERS,A,1.0784555008769985,1.013780563235607,1.147256427623535,0.2719181333056733,(0.05-1],359494,1276,(250k-1mln],"drug name: DRUGS FOR ACID RELATED DISORDERS
HR (95% CI): 1.08 (1.01; 1.15)
 p-value: 1.7e-02 (adj.: 2.7e-01)
 PD-users: 1276
 non-PD-users: 359494"
A03,5.769534675936802e-7,0.3666540228509548,4.998776108371971,0.07334875875654465,0.5104149483244992,0.2228930973774104,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,1.4428986227957237,1.2496869717802122,1.6659823481235418,2.5083716335852628e-5,(0.00001-0.0001],63611,194,(30k-100k],"drug name: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
HR (95% CI): 1.44 (1.25; 1.67)
 p-value: 5.8e-07 (adj.: 2.5e-05)
 PD-users: 194
 non-PD-users: 63611"
A04,0.19310587988701552,0.17329302933562435,1.3014458743303159,0.13315423465059245,0.4342705336397808,-0.0876844749685321,ANTIEMETICS AND ANTINAUSEANTS,A,1.1892145287756395,0.9160498677923313,1.543836471325896,1,(0.05-1],33790,57,(30k-100k],"drug name: ANTIEMETICS AND ANTINAUSEANTS
HR (95% CI): 1.19 (0.92; 1.54)
 p-value: 1.9e-01 (adj.: 1.0e+00)
 PD-users: 57
 non-PD-users: 33790"
A05,0.26758168744938293,0.33458735192653405,1.1086488691792338,0.3017974051371551,0.9260993966230013,-0.2569246927699333,BILE AND LIVER THERAPY,A,1.3973636468188642,0.7734264561764592,2.5246423184228632,1,(0.05-1],2590,11,(500-10k],"drug name: BILE AND LIVER THERAPY
HR (95% CI): 1.4 (0.77; 2.52)
 p-value: 2.7e-01 (adj.: 1.0e+00)
 PD-users: 11
 non-PD-users: 2590"
A06,1.2483131422821721e-5,0.4194733110052418,4.368974545242553,0.09601184595181793,0.6076530711600128,0.23129355085047093,DRUGS FOR CONSTIPATION,A,1.5211601662768435,1.2602291264881167,1.8361171019079863,4.440424191466893e-4,(0.0001-0.001],46040,112,(30k-100k],"drug name: DRUGS FOR CONSTIPATION
HR (95% CI): 1.52 (1.26; 1.84)
 p-value: 1.2e-05 (adj.: 4.4e-04)
 PD-users: 112
 non-PD-users: 46040"
A07,0.02833490750390776,0.16073062506794772,2.1926180782582616,0.07330534517695232,0.3044064614890512,0.017054788646844232,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A,1.1743685807456348,1.0172010518677541,1.3558200327360834,0.3695678189759248,(0.05-1],60872,192,(30k-100k],"drug name: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
HR (95% CI): 1.17 (1.02; 1.36)
 p-value: 2.8e-02 (adj.: 3.7e-01)
 PD-users: 192
 non-PD-users: 60872"
A08,0.5913755374385677,-0.0493902611980883,-0.5368437659062213,0.09200118234532327,0.13092874273384753,-0.22970926513002415,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A,0.9518096028510034,0.7947646347098811,1.1398865532184723,1,(0.05-1],48629,121,(30k-100k],"drug name: ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
HR (95% CI): 0.95 (0.79; 1.14)
 p-value: 5.9e-01 (adj.: 1.0e+00)
 PD-users: 121
 non-PD-users: 48629"
A09,0.6526923028959963,0.0884493045071754,0.4500251545437507,0.1965430234602064,0.4736665519017908,-0.29676794288743996,"DIGESTIVES, INCL. ENZYMES",A,1.0924788674520163,0.7432164610181483,1.605871422969057,1,(0.05-1],7298,26,(500-10k],"drug name: DIGESTIVES, INCL. ENZYMES
HR (95% CI): 1.09 (0.74; 1.61)
 p-value: 6.5e-01 (adj.: 1.0e+00)
 PD-users: 26
 non-PD-users: 7298"
A10,0.28067554406807826,0.050804985391089214,1.078803029487819,0.047093847535086907,0.14310723045327994,-0.0414972596711015,DRUGS USED IN DIABETES,A,1.0521176949547086,0.9593519642777818,1.153853523268849,1,(0.05-1],114091,502,(100k-250k],"drug name: DRUGS USED IN DIABETES
HR (95% CI): 1.05 (0.96; 1.15)
 p-value: 2.8e-01 (adj.: 1.0e+00)
 PD-users: 502
 non-PD-users: 114091"
