ATC_code,pvals,coeff,z.obs,SE,CI.high,CI.low,name,group,HR,HR_l,HR_u,p.adj.FDR,p.val.group,N.pd,N.nonpd,users.group,hover.text
A01,0.18144517384977057,0.14892986605734645,1.3363185561947828,0.11144787698034354,0.3673636910922703,-0.06950395897757738,STOMATOLOGICAL PREPARATIONS,A,1.1605915894906957,0.9328564402195156,1.4439229655525303,1,(0.05-1],78,27418,(10k-30k],"drug name: STOMATOLOGICAL PREPARATIONS
HR (95% CI): 1.16 (0.93; 1.44)
 p-value: 1.8e-01 (adj.: 1.0e+00)
 PD-users: 78
 non-PD-users: 27418"
A02,4.3330772129738854e-6,0.09507279072295119,4.594731075584878,0.020691698634582017,0.13562777482568855,0.054517806620213834,DRUGS FOR ACID RELATED DISORDERS,A,1.0997389030025033,1.0560312805942524,1.145255521310485,1.2294745780053038e-4,(0.0001-0.001],2823,634059,(250k-1mln],"drug name: DRUGS FOR ACID RELATED DISORDERS
HR (95% CI): 1.1 (1.06; 1.15)
 p-value: 4.3e-06 (adj.: 1.2e-04)
 PD-users: 2823
 non-PD-users: 634059"
A03,3.9257590539545226e-12,0.398009598721039,6.939828616915117,0.057351502564621216,0.5104164782069531,0.2856027192351249,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,1.488858320974379,1.3305637428541366,1.6659848968826545,2.599103364872525e-10,(0-0.00001],280,77040,(30k-100k],"drug name: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
HR (95% CI): 1.49 (1.33; 1.67)
 p-value: 3.9e-12 (adj.: 2.6e-10)
 PD-users: 280
 non-PD-users: 77040"
A04,0.7345241549486448,-0.03851999661817275,-0.33911359810233827,0.11359024478442802,0.1841127921543948,-0.2611527853907403,ANTIEMETICS AND ANTINAUSEANTS,A,0.9622124635522041,0.7701632409338165,1.2021514086969574,1,(0.05-1],44,32181,(30k-100k],"drug name: ANTIEMETICS AND ANTINAUSEANTS
HR (95% CI): 0.96 (0.77; 1.2)
 p-value: 7.3e-01 (adj.: 1.0e+00)
 PD-users: 44
 non-PD-users: 32181"
A05,0.09429370304342594,0.4061136824520112,1.6731706673223756,0.24272101488721823,0.8818381299219691,-0.06961076501794672,BILE AND LIVER THERAPY,A,1.5009731770704964,0.9327568108375074,2.4153353286825516,0.9604378022506118,(0.05-1],17,3425,(500-10k],"drug name: BILE AND LIVER THERAPY
HR (95% CI): 1.5 (0.93; 2.42)
 p-value: 9.4e-02 (adj.: 9.6e-01)
 PD-users: 17
 non-PD-users: 3425"
A06,1.478971106837912e-10,0.4073543250760246,6.407528847315315,0.06357432557587339,0.5319577135461601,0.2827509366058891,DRUGS FOR CONSTIPATION,A,1.502836503993871,1.3267746696596705,1.7022615892386983,5.8750403081302144e-9,(0-0.00001],192,61966,(30k-100k],"drug name: DRUGS FOR CONSTIPATION
HR (95% CI): 1.5 (1.33; 1.7)
 p-value: 1.5e-10 (adj.: 5.9e-09)
 PD-users: 192
 non-PD-users: 61966"
A07,0.32485573599547357,0.052736559257560114,0.984528478756662,0.05356529587052665,0.1577226099850244,-0.05224949146990418,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A,1.0541519019768313,0.9490920469319808,1.1708413699530351,1,(0.05-1],327,92352,(30k-100k],"drug name: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
HR (95% CI): 1.05 (0.95; 1.17)
 p-value: 3.2e-01 (adj.: 1.0e+00)
 PD-users: 327
 non-PD-users: 92352"
A08,0.600169923026831,-0.039863526304901156,-0.524156170240852,0.0760527655080044,0.1091971550154575,-0.1889242076252598,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A,0.9609205705850883,0.8278492489775172,1.1153822318665274,1,(0.05-1],167,58754,(30k-100k],"drug name: ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
HR (95% CI): 0.96 (0.83; 1.12)
 p-value: 6.0e-01 (adj.: 1.0e+00)
 PD-users: 167
 non-PD-users: 58754"
A09,0.9648481350392428,0.006182056320780073,0.044070590928236814,0.1402762293531925,0.28111841374011765,-0.2687543010985575,"DIGESTIVES, INCL. ENZYMES",A,1.0062012046693434,0.7643310278734264,1.324610446726099,1,(0.05-1],50,12262,(10k-30k],"drug name: DIGESTIVES, INCL. ENZYMES
HR (95% CI): 1.01 (0.76; 1.32)
 p-value: 9.6e-01 (adj.: 1.0e+00)
 PD-users: 50
 non-PD-users: 12262"
A10,0.920143260032479,0.0028233826847943195,0.10025326448090278,0.02816250123538017,0.058020870820704215,-0.05237410545111558,DRUGS USED IN DIABETES,A,1.0028273721834302,0.9489737841622268,1.0597371130627635,1,(0.05-1],1390,254006,(250k-1mln],"drug name: DRUGS USED IN DIABETES
HR (95% CI): 1 (0.95; 1.06)
 p-value: 9.2e-01 (adj.: 1.0e+00)
 PD-users: 1390
 non-PD-users: 254006"
