ATC_code,pvals,coeff,z.obs,SE,CI.high,CI.low,name,group,HR,HR_l,HR_u,p.adj.FDR,p.val.group,N.nonpd,N.pd,users.group,hover.text
A01,0.9667877290588867,0.009587496984287337,0.04163743654641257,0.23026146130778993,0.4608916681751187,-0.441716674206544,STOMATOLOGICAL PREPARATIONS,A,1.0096336042668408,0.6429317688063099,1.5854870832676877,1,(0.05-1],10167,19,(10k-30k],"drug name: STOMATOLOGICAL PREPARATIONS
HR (95% CI): 1.01 (0.64; 1.59)
 p-value: 9.7e-01 (adj.: 1.0e+00)
 PD-users: 19
 non-PD-users: 10167"
A02,0.44799254413861245,-0.0423429897482173,-0.7587660060809607,0.05580506955882165,0.06703293674182562,-0.15171891623826023,DRUGS FOR ACID RELATED DISORDERS,A,0.9585409544630887,0.8592297623350521,1.0693306978637078,1,(0.05-1],214621,377,(100k-250k],"drug name: DRUGS FOR ACID RELATED DISORDERS
HR (95% CI): 0.96 (0.86; 1.07)
 p-value: 4.5e-01 (adj.: 1.0e+00)
 PD-users: 377
 non-PD-users: 214621"
A03,0.29746384002197895,0.13389351515524356,1.041887500220517,0.12851053028940726,0.38576952615662546,-0.11798249584613835,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,1.1432710721199997,0.8887116086232055,1.470745663344409,1,(0.05-1],45513,63,(30k-100k],"drug name: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
HR (95% CI): 1.14 (0.89; 1.47)
 p-value: 3.0e-01 (adj.: 1.0e+00)
 PD-users: 63
 non-PD-users: 45513"
A04,0.4590310378299734,0.17513540836056826,0.74044332585612,0.23652776957381863,0.6387213180688415,-0.288450501347705,ANTIEMETICS AND ANTINAUSEANTS,A,1.191407532231078,0.7494238997024628,1.8940574332103628,1,(0.05-1],11696,18,(10k-30k],"drug name: ANTIEMETICS AND ANTINAUSEANTS
HR (95% CI): 1.19 (0.75; 1.89)
 p-value: 4.6e-01 (adj.: 1.0e+00)
 PD-users: 18
 non-PD-users: 11696"
A05,0.7039642130678969,0.21950707827407792,0.3799746765063972,0.5776887036059687,1.3517561316174105,-0.9127419750692546,BILE AND LIVER THERAPY,A,1.245462663650609,0.4014220244390368,3.8642056292634845,1,(0.05-1],1601,3,(500-10k],"drug name: BILE AND LIVER THERAPY
HR (95% CI): 1.25 (0.4; 3.86)
 p-value: 7.0e-01 (adj.: 1.0e+00)
 PD-users: 3
 non-PD-users: 1601"
A06,0.8394752767553301,-0.05430755038389349,-0.20256470833247806,0.26809976343340225,0.47115833020928327,-0.5797734309770702,DRUGS FOR CONSTIPATION,A,0.9471407681966308,0.5600252365631178,1.6018485886198077,1,(0.05-1],14013,14,(10k-30k],"drug name: DRUGS FOR CONSTIPATION
HR (95% CI): 0.95 (0.56; 1.6)
 p-value: 8.4e-01 (adj.: 1.0e+00)
 PD-users: 14
 non-PD-users: 14013"
A07,0.16192385781798715,0.16595705851719947,1.3986303581694899,0.11865683992045047,0.3985201912806169,-0.06660607424621792,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A,1.1805224072521892,0.9355636713815517,1.4896187150645968,1,(0.05-1],43807,73,(30k-100k],"drug name: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
HR (95% CI): 1.18 (0.94; 1.49)
 p-value: 1.6e-01 (adj.: 1.0e+00)
 PD-users: 73
 non-PD-users: 43807"
A08,0.6731666234819288,-0.048831883048402816,-0.4218060032877877,0.11576858239991913,0.1780703689966962,-0.27573413509350186,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A,0.9523412209440472,0.7590146993105276,1.1949094028522182,1,(0.05-1],62238,77,(30k-100k],"drug name: ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
HR (95% CI): 0.95 (0.76; 1.19)
 p-value: 6.7e-01 (adj.: 1.0e+00)
 PD-users: 77
 non-PD-users: 62238"
A09,0.9243497036585114,0.03362413160590307,0.094956090890328193,0.35410189373463224,0.7276510901832115,-0.6604028269714054,"DIGESTIVES, INCL. ENZYMES",A,1.0341958121458046,0.5166431747629505,2.0702121504859963,1,(0.05-1],3946,8,(500-10k],"drug name: DIGESTIVES, INCL. ENZYMES
HR (95% CI): 1.03 (0.52; 2.07)
 p-value: 9.2e-01 (adj.: 1.0e+00)
 PD-users: 8
 non-PD-users: 3946"
A10,0.33954199537722085,-0.08777032864227655,-0.9550706001737773,0.09189930946079435,0.0923490081049814,-0.2678896653895345,DRUGS USED IN DIABETES,A,0.9159712249217862,0.7649921815609942,1.0967475290697755,1,(0.05-1],64052,127,(30k-100k],"drug name: DRUGS USED IN DIABETES
HR (95% CI): 0.92 (0.76; 1.1)
 p-value: 3.4e-01 (adj.: 1.0e+00)
 PD-users: 127
 non-PD-users: 64052"
