ATC_code,pvals,coeff,z.obs,SE,CI.high,CI.low,name,group,HR,HR_l,HR_u,p.adj.FDR,p.val.group,N.nonpd,N.pd,users.group,hover.text
A01,0.8498600217283107,-0.05712931411809515,-0.18929703157303537,0.3017972001111559,0.5343823287347979,-0.6486409569709882,STOMATOLOGICAL PREPARATIONS,A,0.9444719279149626,0.5227557417619655,1.7063939261820424,1,(0.05-1],5920,9,(500-10k],"drug name: STOMATOLOGICAL PREPARATIONS
HR (95% CI): 0.94 (0.52; 1.71)
 p-value: 8.5e-01 (adj.: 1.0e+00)
 PD-users: 9
 non-PD-users: 5920"
A02,0.8054318579495181,0.008906465526885307,0.2463234508464491,0.03615760292525838,0.07977406502769181,-0.0619611339739212,DRUGS FOR ACID RELATED DISORDERS,A,1.008946246104717,0.9399194170137657,1.0830423428883065,1,(0.05-1],227662,792,(100k-250k],"drug name: DRUGS FOR ACID RELATED DISORDERS
HR (95% CI): 1.01 (0.94; 1.08)
 p-value: 8.1e-01 (adj.: 1.0e+00)
 PD-users: 792
 non-PD-users: 227662"
A03,7.164626887491414e-9,0.567193563136166,5.787019489603934,0.09801134489958058,0.7592922692156774,0.3750948570566546,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,1.7633114785991741,1.455129437367362,2.136763431976835,4.931146302856522e-7,(0-0.00001],18945,68,(10k-30k],"drug name: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
HR (95% CI): 1.76 (1.46; 2.14)
 p-value: 7.2e-09 (adj.: 4.9e-07)
 PD-users: 68
 non-PD-users: 18945"
A04,0.17925458528861818,0.34723556942029676,1.3430537027532115,0.2585418354519082,0.8539682554029177,-0.15949711656232413,ANTIEMETICS AND ANTINAUSEANTS,A,1.4151500521855112,0.8525724257323328,2.3489496138471075,1,(0.05-1],2713,2,(500-10k],"drug name: ANTIEMETICS AND ANTINAUSEANTS
HR (95% CI): 1.42 (0.85; 2.35)
 p-value: 1.8e-01 (adj.: 1.0e+00)
 PD-users: 2
 non-PD-users: 2713"
A05,0.37208819727090425,0.2977560775062613,0.8925686811914225,0.33359458356617355,0.9515894467335987,-0.35607729172107605,BILE AND LIVER THERAPY,A,1.3468332248903658,0.7004184815931291,2.5898227750111062,1,(0.05-1],1815,8,(500-10k],"drug name: BILE AND LIVER THERAPY
HR (95% CI): 1.35 (0.7; 2.59)
 p-value: 3.7e-01 (adj.: 1.0e+00)
 PD-users: 8
 non-PD-users: 1815"
A06,0.5246402586113798,0.10793552106944843,0.6362089221240314,0.16965420841489862,0.44045165938830183,-0.22458061724940498,DRUGS FOR CONSTIPATION,A,1.1139759150950568,0.7988511729196842,1.5534086717008955,1,(0.05-1],10750,20,(10k-30k],"drug name: DRUGS FOR CONSTIPATION
HR (95% CI): 1.11 (0.8; 1.55)
 p-value: 5.2e-01 (adj.: 1.0e+00)
 PD-users: 20
 non-PD-users: 10750"
A07,0.046178983577366085,0.18845593426926563,1.9937536459513983,0.0945231797579166,0.37371796229898757,0.003193906239543659,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A,1.207383877561514,1.0031990121926084,1.4531272559861657,0.9224949592111709,(0.05-1],26024,82,(10k-30k],"drug name: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
HR (95% CI): 1.21 (1; 1.45)
 p-value: 4.6e-02 (adj.: 9.2e-01)
 PD-users: 82
 non-PD-users: 26024"
A08,0.9083840858197046,-0.01329796868227472,-0.11507700542057753,0.11555713179773829,0.21318984779804054,-0.23978578516259,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A,0.9867900586762275,0.786796386475591,1.2376195882954037,1,(0.05-1],25286,67,(10k-30k],"drug name: ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
HR (95% CI): 0.99 (0.79; 1.24)
 p-value: 9.1e-01 (adj.: 1.0e+00)
 PD-users: 67
 non-PD-users: 25286"
A09,0.8119519107351425,-0.05955847721571665,-0.23790869596553238,0.25034174128862163,0.43110231953702544,-0.5502192739684587,"DIGESTIVES, INCL. ENZYMES",A,0.9421804358916721,0.5768233141751323,1.538953006860435,1,(0.05-1],3865,14,(500-10k],"drug name: DIGESTIVES, INCL. ENZYMES
HR (95% CI): 0.94 (0.58; 1.54)
 p-value: 8.1e-01 (adj.: 1.0e+00)
 PD-users: 14
 non-PD-users: 3865"
A10,0.5873131719307699,0.027004202226546252,0.5427336937957037,0.049755897846856724,0.12452397002483942,-0.07051556557174693,DRUGS USED IN DIABETES,A,1.027372120004814,0.9319132336506042,1.1326091688047804,1,(0.05-1],69890,273,(30k-100k],"drug name: DRUGS USED IN DIABETES
HR (95% CI): 1.03 (0.93; 1.13)
 p-value: 5.9e-01 (adj.: 1.0e+00)
 PD-users: 273
 non-PD-users: 69890"
