ATC_code,pvals,coeff,z.obs,SE,CI.high,CI.low,name,group,HR,HR_l,HR_u,p.adj.FDR,p.val.group,N.pd,N.nonpd,users.group,hover.text
A01,0.3095586380185678,0.19224125275226647,1.0161485804561896,0.18918616474960945,0.563039322034762,-0.17855681653022912,STOMATOLOGICAL PREPARATIONS,A,1.2119628710761574,0.8364765298332012,1.7560014518997462,1,(0.05-1],28,11066,(10k-30k],"drug name: STOMATOLOGICAL PREPARATIONS
HR (95% CI): 1.21 (0.84; 1.76)
 p-value: 3.1e-01 (adj.: 1.0e+00)
 PD-users: 28
 non-PD-users: 11066"
A02,0.07034569834387115,0.042836211454006325,1.8096782434809153,0.02367062300070033,0.08922978002700438,-0.003557357118991737,DRUGS FOR ACID RELATED DISORDERS,A,1.0437669237826408,0.9964489627795778,1.0933318532879759,0.807475899565797,(0.05-1],2097,486428,(250k-1mln],"drug name: DRUGS FOR ACID RELATED DISORDERS
HR (95% CI): 1.04 (1; 1.09)
 p-value: 7.0e-02 (adj.: 8.1e-01)
 PD-users: 2097
 non-PD-users: 486428"
A03,1.7171156591809025e-16,0.6330322339609296,8.24034724519226,0.0768210628903127,0.7835987504800288,0.48246571744183026,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,1.883312574350874,1.6200641017481978,2.1893369829506883,1.2220339230442487e-14,(0-0.00001],174,37800,(30k-100k],"drug name: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
HR (95% CI): 1.88 (1.62; 2.19)
 p-value: 1.7e-16 (adj.: 1.2e-14)
 PD-users: 174
 non-PD-users: 37800"
A04,0.44843974743765347,0.16174827429400077,0.7580187677629626,0.21338294138988984,0.579971154333406,-0.2564746057454045,ANTIEMETICS AND ANTINAUSEANTS,A,1.1755642843231515,0.7737746437402859,1.7859869120240255,1,(0.05-1],22,15322,(10k-30k],"drug name: ANTIEMETICS AND ANTINAUSEANTS
HR (95% CI): 1.18 (0.77; 1.79)
 p-value: 4.5e-01 (adj.: 1.0e+00)
 PD-users: 22
 non-PD-users: 15322"
A05,0.24856445748520567,0.3202108553280083,1.1538432047894378,0.27751678390864454,0.8641337568943362,-0.22371204623831964,BILE AND LIVER THERAPY,A,1.3774181696780963,0.7995453333108098,2.372949644147096,1,(0.05-1],13,2634,(500-10k],"drug name: BILE AND LIVER THERAPY
HR (95% CI): 1.38 (0.8; 2.37)
 p-value: 2.5e-01 (adj.: 1.0e+00)
 PD-users: 13
 non-PD-users: 2634"
A06,0.17310005723317265,0.15580795640102368,1.3623100501783134,0.11437040810249466,0.3799698371790612,-0.06835392437701379,DRUGS FOR CONSTIPATION,A,1.1686017590514601,0.9339298745281164,1.4622404834711753,1,(0.05-1],78,34907,(30k-100k],"drug name: DRUGS FOR CONSTIPATION
HR (95% CI): 1.17 (0.93; 1.46)
 p-value: 1.7e-01 (adj.: 1.0e+00)
 PD-users: 78
 non-PD-users: 34907"
A07,0.5993329033352237,0.03616656548239889,0.5253600738169313,0.06884148089068834,0.17109338867055035,-0.09876025770575259,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A,1.0368285319533956,0.9059598788898486,1.1866015589895005,1,(0.05-1],214,60563,(30k-100k],"drug name: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
HR (95% CI): 1.04 (0.91; 1.19)
 p-value: 6.0e-01 (adj.: 1.0e+00)
 PD-users: 214
 non-PD-users: 60563"
A08,0.6087516945174434,-0.05070256817614197,-0.5118561425510546,0.09905628547006191,0.1434441837874976,-0.24484932013978153,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A,0.9505613556882735,0.7828224849381555,1.1542423835709215,1,(0.05-1],103,35136,(30k-100k],"drug name: ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
HR (95% CI): 0.95 (0.78; 1.15)
 p-value: 6.1e-01 (adj.: 1.0e+00)
 PD-users: 103
 non-PD-users: 35136"
A09,0.8097040487546429,-0.040754116948729,-0.24080784543399758,0.16923915778275253,0.29094853707935747,-0.37245677097681545,"DIGESTIVES, INCL. ENZYMES",A,0.9600651646802502,0.6890394374158846,1.337695740448872,1,(0.05-1],35,9069,(500-10k],"drug name: DIGESTIVES, INCL. ENZYMES
HR (95% CI): 0.96 (0.69; 1.34)
 p-value: 8.1e-01 (adj.: 1.0e+00)
 PD-users: 35
 non-PD-users: 9069"
A10,0.8418153568453125,-0.005895439560130798,-0.19957196310087527,0.029540419748995007,0.052002719236095146,-0.06379359835635674,DRUGS USED IN DIABETES,A,0.9941219044434264,0.9381986252860279,1.0533786068946,1,(0.05-1],1276,235897,(100k-250k],"drug name: DRUGS USED IN DIABETES
HR (95% CI): 0.99 (0.94; 1.05)
 p-value: 8.4e-01 (adj.: 1.0e+00)
 PD-users: 1276
 non-PD-users: 235897"
