ATC_code,pvals,coeff,z.obs,SE,CI.high,CI.low,name,group,HR,HR_l,HR_u,p.adj.FDR,p.val.group,N.nonpd,N.pd,users.group,hover.text
A01,0.5439897567083446,0.1922144914916249,0.6067907965011546,0.316772259236564,0.8130767108966757,-0.4286477279134258,STOMATOLOGICAL PREPARATIONS,A,1.2119304378558555,0.6513893550557719,2.2548348001108023,1,(0.05-1],3670,10,(500-10k],"drug name: STOMATOLOGICAL PREPARATIONS
HR (95% CI): 1.21 (0.65; 2.25)
 p-value: 5.4e-01 (adj.: 1.0e+00)
 PD-users: 10
 non-PD-users: 3670"
A02,0.33279929270618064,0.0570477425273557,0.9684908376256866,0.05890375036196694,0.17249697179114903,-0.05840148673643765,DRUGS FOR ACID RELATED DISORDERS,A,1.0587063545060305,0.9432711605431076,1.1882682222851921,1,(0.05-1],128919,316,(100k-250k],"drug name: DRUGS FOR ACID RELATED DISORDERS
HR (95% CI): 1.06 (0.94; 1.19)
 p-value: 3.3e-01 (adj.: 1.0e+00)
 PD-users: 316
 non-PD-users: 128919"
A03,0.9458766246341557,-0.017019034037377947,-0.06788569698988293,0.2507013228414567,0.4743465296084259,-0.5083845976831818,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,0.9831249716193611,0.6014664046875863,1.6069637510736896,1,(0.05-1],8432,13,(500-10k],"drug name: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
HR (95% CI): 0.98 (0.6; 1.61)
 p-value: 9.5e-01 (adj.: 1.0e+00)
 PD-users: 13
 non-PD-users: 8432"
A04,0.7152318796209729,-0.1825437865906589,-0.36483861332763773,0.5003411917551837,0.7981069292313498,-1.1631945024126678,ANTIEMETICS AND ANTINAUSEANTS,A,0.8331481624120899,0.31248634635860034,2.221331807355422,1,(0.05-1],2377,2,(500-10k],"drug name: ANTIEMETICS AND ANTINAUSEANTS
HR (95% CI): 0.83 (0.31; 2.22)
 p-value: 7.2e-01 (adj.: 1.0e+00)
 PD-users: 2
 non-PD-users: 2377"
A05,0.6525980818298255,0.45023355610845883,0.4501558311828779,1.0001726622653686,2.410535952470124,-1.5100688402532065,BILE AND LIVER THERAPY,A,1.5686785171588946,0.22089477098399166,11.139930018416598,1,(0.05-1],396,1,(100-500],"drug name: BILE AND LIVER THERAPY
HR (95% CI): 1.57 (0.22; 11.14)
 p-value: 6.5e-01 (adj.: 1.0e+00)
 PD-users: 1
 non-PD-users: 396"
A06,0.951958589032022,-0.016756869198490322,-0.060247406878414525,0.27813428107050997,0.5283763045656497,-0.5618900429626302,DRUGS FOR CONSTIPATION,A,0.9833827462073923,0.5701304737893564,1.6961759982955782,1,(0.05-1],3792,6,(500-10k],"drug name: DRUGS FOR CONSTIPATION
HR (95% CI): 0.98 (0.57; 1.7)
 p-value: 9.5e-01 (adj.: 1.0e+00)
 PD-users: 6
 non-PD-users: 3792"
A07,0.10344379336473637,0.2299267594204159,1.6283825594546584,0.14119947311239803,0.5066726413567477,-0.04681912251591591,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A,1.2585078327108838,0.9542599861266632,1.6597593821610952,1,(0.05-1],18982,48,(10k-30k],"drug name: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
HR (95% CI): 1.26 (0.95; 1.66)
 p-value: 1.0e-01 (adj.: 1.0e+00)
 PD-users: 48
 non-PD-users: 18982"
A08,0.7127369775592662,0.07395923845721641,0.3681827423211912,0.20087643975636607,0.4676698257223237,-0.31975134880789086,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A,1.0767629140840949,0.7263296173472279,1.5962702682859238,1,(0.05-1],14495,25,(10k-30k],"drug name: ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
HR (95% CI): 1.08 (0.73; 1.6)
 p-value: 7.1e-01 (adj.: 1.0e+00)
 PD-users: 25
 non-PD-users: 14495"
A09,0.2251848985854205,0.45898911050286334,1.2128559529232512,0.3784366225820948,1.2007112611947464,-0.2827330401890196,"DIGESTIVES, INCL. ENZYMES",A,1.5824734703483831,0.7537209742129949,3.3224792330759585,1,(0.05-1],1679,7,(500-10k],"drug name: DIGESTIVES, INCL. ENZYMES
HR (95% CI): 1.58 (0.75; 3.32)
 p-value: 2.3e-01 (adj.: 1.0e+00)
 PD-users: 7
 non-PD-users: 1679"
A10,0.33752310824074927,-0.07698278557020861,-0.9590707426548787,0.0802680992614857,0.08033979808978943,-0.23430536923020667,DRUGS USED IN DIABETES,A,0.9259057924095632,0.7911201952406831,1.0836552290979797,1,(0.05-1],58913,165,(30k-100k],"drug name: DRUGS USED IN DIABETES
HR (95% CI): 0.93 (0.79; 1.08)
 p-value: 3.4e-01 (adj.: 1.0e+00)
 PD-users: 165
 non-PD-users: 58913"
